# ---------------------------------- Disclaimer -----------------------------------------
# The reservoir data contained in this file are best estimates generated by the Texas    
# Water Development Board(TWDB) using data collected by various data providers as well   
# as by TWDB. For a detailed explaination of the methodology used please visit:          
#                                                                                        
#     http://waterdatafortexas.org/reservoirs/methodology                                
#                                                                                        
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     
# either expressed or implied with respect to the data or its fitness for any specific   
# application.                                                                           
# ---------------------------------------------------------------------------------------
# 
# Definitions:
#     reservoir_storage = actual storage at measured lake elevation
#     dead_pool_capacity = storage at dead pool elevation
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity)
#     percent_full = 100 * conservation storage/conservation capacity
# 
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary
# 
# Estimated daily average data for Natural Dam Salt Lake
#     generated: 2021-07-03T19:47:49.779975 UTC
#     url: https://www.waterdatafortexas.org/reservoirs/individual/natural-dam-1year.csv
# 
# Footnote:
#     
#         Natural Dam Lake is a flood control lake. It is not used for water
#         supply and under normal conditions it is empty.
#     
# 
#             The elevation-storage rating curve used to produce the storage
#             hydrograph is made of two segments: (1) the segment up to the
#             conservation pool top (below the red line) is based on measured data,
#              and (2) the segment in the flood pool (above the red line) is an
#             extrapolation from the first segment and shouldn't be relied upon for
#             flood storage information.
#         
# 
# Data from 2021-03-01 06:00:00 to 2021-07-03 19:00:00 is marked as provisional by the USGS.
# 
# Elevation-Area-Capacity rating curve(s) used:
#     https://127.0.0.1/reservoirs/individual/natural-dam/rating-curve/CRMWD/1989-01-01
# 
# Conservation pool elevation(s) used: 2457 feet above NGVD29
# 
# Dead pool elevation(s) used: None
# 
# Units:
#     date: YYYY-MM-DD
#     water_level: feet above NGVD29
#     surface_area: acres
#     storages: acre-feet
# 
# 
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
2020-07-03,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-04,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-05,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-06,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-07,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-08,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-09,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-10,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-11,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-12,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-13,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-14,2447.29,2271.90,26421,26421,48.4,54560,0
2020-07-15,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-16,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-17,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-18,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-19,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-20,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-21,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-22,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-23,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-24,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-25,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-26,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-27,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-28,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-29,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-30,2447.28,2270.80,26398,26398,48.4,54560,0
2020-07-31,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-01,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-02,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-03,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-04,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-05,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-06,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-07,2447.29,2271.90,26421,26421,48.4,54560,0
2020-08-08,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-09,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-10,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-11,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-12,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-13,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-14,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-15,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-16,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-17,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-18,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-19,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-20,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-21,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-22,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-23,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-24,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-25,2447.28,2270.80,26398,26398,48.4,54560,0
2020-08-26,2447.28,2270.80,26398,26398,48.4,54560,0
