year,value,anomaly,month,type,state
2000,-2.83,-2.74,01,drought,NV
2001,-2.31,-2.22,01,drought,NV
2002,-3.08,-2.99,01,drought,NV
2003,-4.80,-4.71,01,drought,NV
2004,-2.81,-2.72,01,drought,NV
2005,3.25,3.34,01,drought,NV
2006,3.85,3.94,01,drought,NV
2007,-2.16,-2.07,01,drought,NV
2008,-3.32,-3.23,01,drought,NV
2009,-3.52,-3.43,01,drought,NV
2010,0.35,0.44,01,drought,NV
2011,2.26,2.35,01,drought,NV
2012,-1.75,-1.66,01,drought,NV
2013,-3.29,-3.20,01,drought,NV
2014,-4.12,-4.03,01,drought,NV
2015,-4.03,-3.94,01,drought,NV
2016,2.00,2.09,01,drought,NV
2017,2.40,2.49,01,drought,NV
2018,-2.30,-2.21,01,drought,NV
2019,0.11,0.20,01,drought,NV
2020,1.94,2.03,01,drought,NV
2021,-4.42,-4.33,01,drought,NV
2000,-1.90,-1.89,02,drought,NV
2001,-2.05,-2.04,02,drought,NV
2002,-3.17,-3.16,02,drought,NV
2003,-4.52,-4.51,02,drought,NV
2004,-1.83,-1.82,02,drought,NV
2005,3.68,3.69,02,drought,NV
2006,3.34,3.35,02,drought,NV
2007,-2.32,-2.31,02,drought,NV
2008,-2.87,-2.86,02,drought,NV
2009,-3.18,-3.17,02,drought,NV
2010,0.27,0.28,02,drought,NV
2011,2.21,2.22,02,drought,NV
2012,-2.26,-2.25,02,drought,NV
2013,-3.45,-3.44,02,drought,NV
2014,-4.10,-4.09,02,drought,NV
2015,-4.72,-4.71,02,drought,NV
2016,-0.41,-0.40,02,drought,NV
2017,2.78,2.79,02,drought,NV
2018,-2.85,-2.84,02,drought,NV
2019,1.36,1.37,02,drought,NV
2020,1.04,1.05,02,drought,NV
2021,-4.30,-4.29,02,drought,NV
2000,-1.89,-1.89,03,drought,NV
2001,-2.27,-2.27,03,drought,NV
2002,-3.25,-3.25,03,drought,NV
2003,-4.67,-4.67,03,drought,NV
2004,-2.73,-2.73,03,drought,NV
2005,3.72,3.72,03,drought,NV
2006,3.84,3.84,03,drought,NV
2007,-3.17,-3.17,03,drought,NV
2008,-3.14,-3.14,03,drought,NV
2009,-3.27,-3.27,03,drought,NV
2010,0.11,0.11,03,drought,NV
2011,2.50,2.50,03,drought,NV
2012,-2.52,-2.52,03,drought,NV
2013,-4.08,-4.08,03,drought,NV
2014,-4.20,-4.20,03,drought,NV
2015,-5.75,-5.75,03,drought,NV
2016,-0.65,-0.65,03,drought,NV
2017,2.41,2.41,03,drought,NV
2018,-2.41,-2.41,03,drought,NV
2019,2.22,2.22,03,drought,NV
2020,0.91,0.91,03,drought,NV
2021,-4.23,-4.23,03,drought,NV
2000,-2.25,-2.30,04,drought,NV
2001,-1.78,-1.83,04,drought,NV
2002,-3.21,-3.26,04,drought,NV
2003,-3.47,-3.52,04,drought,NV
2004,-2.73,-2.78,04,drought,NV
2005,3.93,3.88,04,drought,NV
2006,4.19,4.14,04,drought,NV
2007,-3.43,-3.48,04,drought,NV
2008,-3.35,-3.40,04,drought,NV
2009,-2.81,-2.86,04,drought,NV
2010,0.59,0.54,04,drought,NV
2011,2.75,2.70,04,drought,NV
2012,-2.86,-2.91,04,drought,NV
2013,-4.41,-4.46,04,drought,NV
2014,-4.29,-4.34,04,drought,NV
2015,-5.97,-6.02,04,drought,NV
2016,-0.25,-0.30,04,drought,NV
2017,2.43,2.38,04,drought,NV
2018,-2.58,-2.63,04,drought,NV
2019,2.22,2.17,04,drought,NV
2020,-1.39,-1.44,04,drought,NV
2021,-4.47,-4.52,04,drought,NV
2000,-2.42,-2.50,05,drought,NV
2001,-2.80,-2.88,05,drought,NV
2002,-3.75,-3.83,05,drought,NV
2003,-3.35,-3.43,05,drought,NV
2004,-2.96,-3.04,05,drought,NV
2005,5.05,4.97,05,drought,NV
2006,-0.04,-0.12,05,drought,NV
2007,-4.64,-4.72,05,drought,NV
2008,-3.15,-3.23,05,drought,NV
2009,-3.26,-3.34,05,drought,NV
2010,1.09,1.01,05,drought,NV
2011,3.53,3.45,05,drought,NV
2012,-4.12,-4.20,05,drought,NV
2013,-4.77,-4.85,05,drought,NV
2014,-4.89,-4.97,05,drought,NV
2015,-5.23,-5.31,05,drought,NV
2016,-0.08,-0.16,05,drought,NV
2017,2.20,2.12,05,drought,NV
2018,-2.71,-2.79,05,drought,NV
2019,3.92,3.84,05,drought,NV
2020,-2.18,-2.26,05,drought,NV
2021,-4.89,-4.97,05,drought,NV
2000,-3.04,-3.11,06,drought,NV
2001,-3.70,-3.77,06,drought,NV
2002,-4.34,-4.41,06,drought,NV
2003,-4.23,-4.30,06,drought,NV
2004,-3.24,-3.31,06,drought,NV
2005,5.71,5.64,06,drought,NV
2006,-0.09,-0.16,06,drought,NV
2007,-5.51,-5.58,06,drought,NV
2008,-3.43,-3.50,06,drought,NV
2009,-2.38,-2.45,06,drought,NV
2010,-0.26,-0.33,06,drought,NV
2011,4.00,3.93,06,drought,NV
2012,-5.23,-5.30,06,drought,NV
2013,-5.55,-5.62,06,drought,NV
2014,-5.86,-5.93,06,drought,NV
2015,-6.12,-6.19,06,drought,NV
2016,-0.34,-0.41,06,drought,NV
2017,2.22,2.15,06,drought,NV
2018,-3.82,-3.89,06,drought,NV
2019,4.44,4.37,06,drought,NV
2020,-2.65,-2.72,06,drought,NV
2000,-3.74,-3.80,07,drought,NV
2001,-3.70,-3.76,07,drought,NV
2002,-4.83,-4.89,07,drought,NV
2003,-4.65,-4.71,07,drought,NV
2004,-3.32,-3.38,07,drought,NV
2005,6.35,6.29,07,drought,NV
2006,-0.15,-0.21,07,drought,NV
2007,-6.08,-6.14,07,drought,NV
2008,-3.68,-3.74,07,drought,NV
2009,-2.57,-2.63,07,drought,NV
2010,-0.51,-0.57,07,drought,NV
2011,4.50,4.44,07,drought,NV
2012,-5.28,-5.34,07,drought,NV
2013,-5.59,-5.65,07,drought,NV
2014,-5.99,-6.05,07,drought,NV
2015,-5.63,-5.69,07,drought,NV
2016,-0.95,-1.01,07,drought,NV
2017,2.01,1.95,07,drought,NV
2018,-4.19,-4.25,07,drought,NV
2019,4.79,4.73,07,drought,NV
2020,-3.30,-3.36,07,drought,NV
2000,-3.11,-3.05,08,drought,NV
2001,-4.03,-3.97,08,drought,NV
2002,-5.23,-5.17,08,drought,NV
2003,-3.83,-3.77,08,drought,NV
2004,0.11,0.17,08,drought,NV
2005,5.77,5.83,08,drought,NV
2006,-0.90,-0.84,08,drought,NV
2007,-5.85,-5.79,08,drought,NV
2008,-4.07,-4.01,08,drought,NV
2009,-2.75,-2.69,08,drought,NV
2010,-0.98,-0.92,08,drought,NV
2011,-0.21,-0.15,08,drought,NV
2012,-4.66,-4.60,08,drought,NV
2013,-5.36,-5.30,08,drought,NV
2014,-4.55,-4.49,08,drought,NV
2015,-5.53,-5.47,08,drought,NV
2016,-1.40,-1.34,08,drought,NV
2017,1.66,1.72,08,drought,NV
2018,-4.56,-4.50,08,drought,NV
2019,-0.36,-0.30,08,drought,NV
2020,-3.88,-3.82,08,drought,NV
2000,-3.12,-3.08,09,drought,NV
2001,-4.15,-4.11,09,drought,NV
2002,-4.89,-4.85,09,drought,NV
2003,-3.88,-3.84,09,drought,NV
2004,-0.15,-0.11,09,drought,NV
2005,5.02,5.06,09,drought,NV
2006,-1.27,-1.23,09,drought,NV
2007,-4.93,-4.89,09,drought,NV
2008,-4.26,-4.22,09,drought,NV
2009,-3.14,-3.10,09,drought,NV
2010,-1.32,-1.28,09,drought,NV
2011,-0.35,-0.31,09,drought,NV
2012,-4.41,-4.37,09,drought,NV
2013,-3.89,-3.85,09,drought,NV
2014,-3.50,-3.46,09,drought,NV
2015,-5.41,-5.37,09,drought,NV
2016,-1.26,-1.22,09,drought,NV
2017,1.95,1.99,09,drought,NV
2018,-4.88,-4.84,09,drought,NV
2019,3.82,3.86,09,drought,NV
2020,-4.31,-4.27,09,drought,NV
2000,-1.91,-1.93,10,drought,NV
2001,-4.39,-4.41,10,drought,NV
2002,-4.72,-4.74,10,drought,NV
2003,-4.41,-4.43,10,drought,NV
2004,1.61,1.59,10,drought,NV
2005,4.56,4.54,10,drought,NV
2006,-1.00,-1.02,10,drought,NV
2007,-4.55,-4.57,10,drought,NV
2008,-4.28,-4.30,10,drought,NV
2009,-2.69,-2.71,10,drought,NV
2010,1.33,1.31,10,drought,NV
2011,-0.23,-0.25,10,drought,NV
2012,-4.18,-4.20,10,drought,NV
2013,-3.55,-3.57,10,drought,NV
2014,-3.99,-4.01,10,drought,NV
2015,0.78,0.76,10,drought,NV
2016,-0.67,-0.69,10,drought,NV
2017,-0.57,-0.59,10,drought,NV
2018,0.33,0.31,10,drought,NV
2019,3.01,2.99,10,drought,NV
2020,-4.79,-4.81,10,drought,NV
2000,-1.94,-1.81,11,drought,NV
2001,-3.85,-3.72,11,drought,NV
2002,-4.33,-4.20,11,drought,NV
2003,-3.76,-3.63,11,drought,NV
2004,1.97,2.10,11,drought,NV
2005,3.71,3.84,11,drought,NV
2006,-1.28,-1.15,11,drought,NV
2007,-4.84,-4.71,11,drought,NV
2008,-4.03,-3.90,11,drought,NV
2009,-3.20,-3.07,11,drought,NV
2010,1.52,1.65,11,drought,NV
2011,-0.63,-0.50,11,drought,NV
2012,-4.44,-4.31,11,drought,NV
2013,-3.53,-3.40,11,drought,NV
2014,-3.95,-3.82,11,drought,NV
2015,1.16,1.29,11,drought,NV
2016,-1.28,-1.15,11,drought,NV
2017,-0.92,-0.79,11,drought,NV
2018,0.14,0.27,11,drought,NV
2019,2.56,2.69,11,drought,NV
2020,-4.58,-4.45,11,drought,NV
2000,-2.47,-2.40,12,drought,NV
2001,-3.13,-3.06,12,drought,NV
2002,-4.15,-4.08,12,drought,NV
2003,-2.78,-2.71,12,drought,NV
2004,2.15,2.22,12,drought,NV
2005,3.93,4.00,12,drought,NV
2006,-1.53,-1.46,12,drought,NV
2007,-4.09,-4.02,12,drought,NV
2008,-3.57,-3.50,12,drought,NV
2009,0.10,0.17,12,drought,NV
2010,2.89,2.96,12,drought,NV
2011,-1.43,-1.36,12,drought,NV
2012,-3.35,-3.28,12,drought,NV
2013,-3.58,-3.51,12,drought,NV
2014,-3.51,-3.44,12,drought,NV
2015,1.40,1.47,12,drought,NV
2016,0.78,0.85,12,drought,NV
2017,-1.77,-1.70,12,drought,NV
2018,0.02,0.09,12,drought,NV
2019,2.65,2.72,12,drought,NV
2020,-4.56,-4.49,12,drought,NV
