year,value,anomaly,month,type,state
2000,6.09,0.03,01,precip,WA
2001,2.98,-3.08,01,precip,WA
2002,7.33,1.27,01,precip,WA
2003,8.26,2.20,01,precip,WA
2004,6.20,0.14,01,precip,WA
2005,4.58,-1.48,01,precip,WA
2006,11.78,5.72,01,precip,WA
2007,5.11,-0.95,01,precip,WA
2008,5.79,-0.27,01,precip,WA
2009,6.23,0.17,01,precip,WA
2010,6.24,0.18,01,precip,WA
2011,6.53,0.47,01,precip,WA
2012,6.35,0.29,01,precip,WA
2013,3.97,-2.09,01,precip,WA
2014,4.42,-1.64,01,precip,WA
2015,4.96,-1.10,01,precip,WA
2016,6.82,0.76,01,precip,WA
2017,3.64,-2.42,01,precip,WA
2018,7.74,1.68,01,precip,WA
2019,4.38,-1.68,01,precip,WA
2000,4.28,-0.46,02,precip,WA
2001,2.08,-2.66,02,precip,WA
2002,4.23,-0.51,02,precip,WA
2003,2.49,-2.25,02,precip,WA
2004,3.20,-1.54,02,precip,WA
2005,1.11,-3.63,02,precip,WA
2006,3.57,-1.17,02,precip,WA
2007,4.61,-0.13,02,precip,WA
2008,3.65,-1.09,02,precip,WA
2009,1.98,-2.76,02,precip,WA
2010,3.38,-1.36,02,precip,WA
2011,4.09,-0.65,02,precip,WA
2012,4.76,0.02,02,precip,WA
2013,2.76,-1.98,02,precip,WA
2014,6.28,1.54,02,precip,WA
2015,4.30,-0.44,02,precip,WA
2016,5.08,0.34,02,precip,WA
2017,7.17,2.43,02,precip,WA
2018,4.38,-0.36,02,precip,WA
2019,4.33,-0.41,02,precip,WA
2000,3.94,-0.21,03,precip,WA
2001,3.56,-0.59,03,precip,WA
2002,4.46,0.31,03,precip,WA
2003,7.09,2.94,03,precip,WA
2004,3.23,-0.92,03,precip,WA
2005,4.39,0.24,03,precip,WA
2006,3.48,-0.67,03,precip,WA
2007,5.26,1.11,03,precip,WA
2008,4.03,-0.12,03,precip,WA
2009,4.89,0.74,03,precip,WA
2010,3.72,-0.43,03,precip,WA
2011,7.81,3.66,03,precip,WA
2012,7.87,3.72,03,precip,WA
2013,3.75,-0.40,03,precip,WA
2014,7.78,3.63,03,precip,WA
2015,4.32,0.17,03,precip,WA
2016,6.99,2.84,03,precip,WA
2017,8.53,4.38,03,precip,WA
2018,3.27,-0.88,03,precip,WA
2019,1.35,-2.80,03,precip,WA
2000,2.29,-0.54,04,precip,WA
2001,3.26,0.43,04,precip,WA
2002,3.23,0.40,04,precip,WA
2003,3.84,1.01,04,precip,WA
2004,1.35,-1.48,04,precip,WA
2005,3.37,0.54,04,precip,WA
2006,2.93,0.10,04,precip,WA
2007,2.13,-0.70,04,precip,WA
2008,2.29,-0.54,04,precip,WA
2009,2.66,-0.17,04,precip,WA
2010,4.04,1.21,04,precip,WA
2011,4.67,1.84,04,precip,WA
2012,3.93,1.10,04,precip,WA
2013,4.23,1.40,04,precip,WA
2014,3.78,0.95,04,precip,WA
2015,1.82,-1.01,04,precip,WA
2016,1.60,-1.23,04,precip,WA
2017,4.88,2.05,04,precip,WA
2018,5.53,2.70,04,precip,WA
2000,3.06,0.81,05,precip,WA
2001,1.92,-0.33,05,precip,WA
2002,2.00,-0.25,05,precip,WA
2003,1.48,-0.77,05,precip,WA
2004,3.06,0.81,05,precip,WA
2005,3.64,1.39,05,precip,WA
2006,2.37,0.12,05,precip,WA
2007,1.42,-0.83,05,precip,WA
2008,1.58,-0.67,05,precip,WA
2009,3.12,0.87,05,precip,WA
2010,4.28,2.03,05,precip,WA
2011,4.09,1.84,05,precip,WA
2012,2.31,0.06,05,precip,WA
